subject_id,X0__0,X1__0,X2__0,X3__0,X0__1,X1__1,X2__1,X3__1,X0__2,X1__2,X2__2,X3__2,X0__3,X1__3,X2__3,X3__3,X0__4,X1__4,X2__4,X3__4,X0__5,X1__5,X2__5,X3__5,X0__6,X1__6,X2__6,X3__6,X0__7,X1__7,X2__7,X3__7,X0__8,X1__8,X2__8,X3__8,X0__9,X1__9,X2__9,X3__9,X0__10,X1__10,X2__10,X3__10,X0__11,X1__11,X2__11,X3__11,X0__12,X1__12,X2__12,X3__12,X0__13,X1__13,X2__13,X3__13,X0__14,X1__14,X2__14,X3__14,X0__15,X1__15,X2__15,X3__15
1388,ok,10.0,1.0,2.0,ok,30.0,1.0,0.0,yes,20.0,1.0,1.0,ok,30.0,1.0,1.0,ok,20.0,2.0,1.0,no,30.0,1.0,1.0,no,20.0,1.0,0.0,no,20.0,1.0,0.0,no,20.0,1.0,0.0,no,20.0,2.0,2.0,yes,20.0,1.0,0.0,yes,30.0,1.0,2.0,yes,10.0,0.0,2.0,yes,30.0,0.0,0.0,ok,20.0,2.0,2.0,ok,10.0,0.0,2.0
1389,ok,20.0,2.0,2.0,yes,30.0,0.0,1.0,ok,10.0,2.0,0.0,yes,30.0,0.0,2.0,yes,30.0,2.0,1.0,ok,10.0,0.0,0.0,no,30.0,2.0,1.0,no,30.0,0.0,2.0,no,30.0,1.0,2.0,no,10.0,0.0,2.0,ok,20.0,2.0,2.0,ok,30.0,1.0,1.0,yes,30.0,1.0,0.0,yes,20.0,1.0,1.0,ok,20.0,2.0,1.0,no,30.0,2.0,2.0
1390,ok,20.0,2.0,2.0,ok,30.0,2.0,0.0,yes,20.0,2.0,2.0,ok,10.0,0.0,2.0,no,20.0,2.0,2.0,no,20.0,0.0,0.0,no,30.0,1.0,0.0,no,30.0,2.0,2.0,no,30.0,1.0,0.0,no,30.0,2.0,0.0,ok,20.0,0.0,2.0,no,30.0,2.0,0.0,no,20.0,0.0,0.0,no,20.0,1.0,2.0,no,30.0,2.0,1.0,no,30.0,2.0,1.0
1391,ok,30.0,0.0,2.0,ok,10.0,1.0,1.0,ok,20.0,2.0,0.0,no,20.0,0.0,2.0,no,20.0,0.0,0.0,no,30.0,2.0,0.0,no,10.0,0.0,1.0,no,20.0,0.0,0.0,yes,20.0,2.0,1.0,ok,30.0,2.0,1.0,no,30.0,0.0,2.0,no,30.0,1.0,1.0,no,30.0,2.0,1.0,yes,10.0,2.0,2.0,ok,30.0,2.0,2.0,no,30.0,2.0,1.0
1392,ok,30.0,2.0,2.0,yes,10.0,2.0,1.0,ok,30.0,1.0,0.0,yes,10.0,0.0,1.0,no,30.0,1.0,0.0,yes,10.0,1.0,2.0,ok,20.0,2.0,1.0,ok,30.0,1.0,1.0,yes,10.0,1.0,0.0,no,20.0,0.0,2.0,yes,20.0,2.0,2.0,ok,30.0,1.0,0.0,no,30.0,2.0,1.0,yes,20.0,2.0,0.0,yes,20.0,1.0,2.0,yes,10.0,0.0,0.0
1393,ok,30.0,0.0,2.0,no,20.0,0.0,0.0,no,20.0,0.0,2.0,no,20.0,0.0,0.0,no,20.0,1.0,2.0,ok,30.0,1.0,2.0,ok,10.0,2.0,1.0,yes,20.0,1.0,2.0,ok,30.0,1.0,2.0,no,30.0,1.0,0.0,no,30.0,2.0,0.0,no,30.0,2.0,2.0,no,30.0,0.0,0.0,no,30.0,1.0,2.0,no,10.0,0.0,0.0,no,10.0,1.0,1.0
1394,ok,10.0,2.0,2.0,no,10.0,0.0,2.0,no,10.0,0.0,2.0,no,20.0,1.0,1.0,no,20.0,2.0,1.0,yes,20.0,2.0,0.0,ok,30.0,2.0,2.0,yes,10.0,2.0,1.0,ok,30.0,1.0,1.0,no,30.0,2.0,0.0,no,20.0,0.0,2.0,no,10.0,1.0,0.0,no,20.0,2.0,1.0,no,20.0,2.0,1.0,no,20.0,2.0,1.0,no,20.0,0.0,0.0
1395,yes,10.0,0.0,0.0,ok,30.0,0.0,1.0,ok,30.0,2.0,1.0,no,30.0,2.0,1.0,no,30.0,1.0,0.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,yes,30.0,2.0,1.0,yes,10.0,2.0,2.0,yes,20.0,2.0,2.0,yes,20.0,0.0,0.0,yes,30.0,0.0,1.0,yes,30.0,2.0,1.0,yes,10.0,2.0,2.0,yes,20.0,1.0,1.0
1396,ok,10.0,2.0,2.0,yes,30.0,2.0,1.0,yes,20.0,1.0,0.0,yes,30.0,1.0,2.0,ok,30.0,1.0,1.0,yes,10.0,0.0,0.0,ok,20.0,2.0,1.0,ok,30.0,1.0,1.0,yes,20.0,0.0,0.0,yes,20.0,2.0,2.0,yes,10.0,2.0,1.0,ok,30.0,1.0,0.0,yes,10.0,0.0,1.0,ok,30.0,0.0,2.0,ok,20.0,2.0,2.0,ok,30.0,2.0,0.0
1397,ok,20.0,2.0,2.0,ok,30.0,2.0,0.0,yes,20.0,1.0,2.0,yes,20.0,1.0,0.0,yes,20.0,2.0,2.0,no,20.0,2.0,2.0,no,10.0,0.0,2.0,no,10.0,1.0,1.0,no,20.0,2.0,1.0,no,30.0,1.0,0.0,no,30.0,2.0,1.0,no,20.0,2.0,0.0,no,20.0,2.0,1.0,ok,30.0,2.0,1.0,ok,30.0,0.0,2.0,no,30.0,1.0,0.0
1398,yes,10.0,2.0,1.0,ok,30.0,2.0,2.0,no,30.0,0.0,1.0,no,30.0,2.0,2.0,yes,10.0,2.0,0.0,ok,20.0,0.0,2.0,ok,10.0,1.0,1.0,yes,10.0,1.0,2.0,yes,30.0,1.0,0.0,no,20.0,2.0,1.0,no,20.0,2.0,0.0,yes,20.0,2.0,1.0,ok,30.0,0.0,2.0,yes,10.0,1.0,1.0,yes,10.0,1.0,2.0,yes,30.0,1.0,2.0
1399,ok,10.0,1.0,0.0,yes,30.0,1.0,2.0,ok,30.0,1.0,2.0,yes,20.0,1.0,2.0,yes,20.0,1.0,0.0,ok,10.0,1.0,0.0,ok,20.0,2.0,1.0,yes,30.0,2.0,2.0,yes,30.0,1.0,2.0,yes,10.0,0.0,0.0,ok,20.0,2.0,1.0,no,20.0,2.0,0.0,no,20.0,2.0,2.0,no,30.0,2.0,0.0,yes,20.0,2.0,1.0,ok,10.0,1.0,1.0
1400,ok,10.0,2.0,1.0,no,20.0,0.0,0.0,no,30.0,2.0,1.0,no,10.0,1.0,2.0,no,20.0,0.0,0.0,no,20.0,0.0,2.0,yes,10.0,1.0,1.0,ok,20.0,2.0,0.0,ok,30.0,0.0,0.0,no,30.0,1.0,2.0,no,30.0,2.0,1.0,no,30.0,0.0,0.0,yes,10.0,1.0,0.0,ok,20.0,2.0,1.0,yes,20.0,2.0,1.0,ok,30.0,0.0,2.0
1401,ok,30.0,0.0,2.0,no,20.0,0.0,2.0,no,20.0,2.0,1.0,yes,20.0,2.0,1.0,ok,30.0,0.0,0.0,ok,10.0,1.0,0.0,no,30.0,2.0,1.0,ok,10.0,0.0,0.0,ok,20.0,2.0,1.0,no,20.0,2.0,0.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,0.0,0.0,no,20.0,0.0,2.0,no,30.0,2.0,1.0,no,10.0,2.0,2.0
1402,ok,10.0,0.0,0.0,no,20.0,0.0,2.0,no,30.0,1.0,2.0,yes,20.0,1.0,0.0,yes,10.0,0.0,1.0,ok,20.0,2.0,0.0,ok,10.0,0.0,0.0,no,10.0,1.0,2.0,no,20.0,2.0,1.0,no,20.0,0.0,0.0,no,20.0,0.0,2.0,no,30.0,2.0,1.0,yes,20.0,1.0,0.0,ok,10.0,2.0,2.0,yes,10.0,2.0,2.0,ok,30.0,1.0,2.0
1403,yes,10.0,1.0,1.0,yes,30.0,1.0,0.0,yes,20.0,0.0,1.0,ok,10.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,1.0,no,20.0,2.0,1.0,no,30.0,0.0,0.0,no,30.0,2.0,1.0,no,30.0,2.0,1.0,no,30.0,0.0,2.0,no,30.0,1.0,1.0,no,30.0,2.0,1.0
1404,no,10.0,1.0,2.0,no,10.0,0.0,2.0,no,20.0,1.0,0.0,no,20.0,1.0,2.0,no,20.0,0.0,0.0,no,30.0,2.0,1.0,no,30.0,1.0,1.0,yes,10.0,0.0,0.0,ok,20.0,1.0,0.0,yes,20.0,1.0,1.0,yes,30.0,1.0,1.0,ok,30.0,1.0,0.0,no,20.0,1.0,1.0,no,10.0,2.0,2.0,yes,10.0,2.0,1.0,yes,20.0,2.0,0.0
1405,ok,10.0,0.0,0.0,no,20.0,1.0,1.0,no,20.0,0.0,2.0,no,20.0,1.0,0.0,yes,20.0,1.0,0.0,ok,10.0,1.0,2.0,no,20.0,1.0,2.0,no,10.0,0.0,2.0,no,10.0,1.0,1.0,yes,10.0,0.0,0.0,yes,30.0,0.0,2.0,ok,30.0,1.0,1.0,no,30.0,1.0,2.0,yes,10.0,0.0,2.0,ok,20.0,2.0,1.0,ok,10.0,1.0,2.0
1406,ok,10.0,1.0,2.0,ok,30.0,1.0,0.0,yes,30.0,1.0,0.0,yes,10.0,2.0,1.0,no,20.0,2.0,1.0,no,20.0,0.0,1.0,yes,30.0,0.0,2.0,ok,20.0,2.0,2.0,ok,10.0,2.0,0.0,no,30.0,0.0,0.0,no,20.0,1.0,0.0,ok,10.0,1.0,2.0,ok,30.0,1.0,2.0,no,30.0,2.0,1.0,no,10.0,1.0,0.0,no,10.0,1.0,2.0
1407,ok,30.0,0.0,2.0,ok,20.0,2.0,2.0,no,10.0,0.0,2.0,no,10.0,1.0,1.0,no,10.0,1.0,0.0,no,20.0,2.0,2.0,no,30.0,1.0,2.0,no,30.0,2.0,1.0,no,30.0,0.0,2.0,no,10.0,1.0,2.0,yes,10.0,0.0,2.0,ok,20.0,2.0,0.0,yes,10.0,2.0,2.0,ok,30.0,2.0,0.0,yes,10.0,2.0,1.0,ok,30.0,1.0,1.0
1408,ok,20.0,2.0,2.0,ok,30.0,1.0,0.0,ok,20.0,2.0,2.0,ok,30.0,1.0,0.0,yes,30.0,1.0,2.0,yes,30.0,1.0,0.0,yes,20.0,2.0,1.0,ok,30.0,1.0,1.0,yes,20.0,2.0,0.0,ok,10.0,1.0,0.0,yes,10.0,0.0,1.0,no,20.0,0.0,0.0,no,20.0,2.0,2.0,no,30.0,1.0,1.0,no,30.0,2.0,2.0,no,30.0,1.0,1.0
1409,ok,30.0,1.0,0.0,no,10.0,0.0,1.0,no,10.0,1.0,0.0,yes,30.0,0.0,0.0,ok,20.0,0.0,1.0,yes,30.0,1.0,0.0,yes,30.0,0.0,2.0,ok,20.0,2.0,1.0,ok,10.0,0.0,0.0,yes,30.0,0.0,2.0,yes,10.0,1.0,1.0,ok,30.0,1.0,0.0,no,10.0,0.0,1.0,no,20.0,0.0,0.0,yes,20.0,2.0,1.0,yes,20.0,2.0,1.0
1410,no,20.0,2.0,0.0,no,20.0,2.0,1.0,no,20.0,0.0,2.0,no,30.0,2.0,1.0,ok,10.0,0.0,1.0,no,20.0,0.0,2.0,no,20.0,2.0,1.0,no,20.0,2.0,0.0,no,30.0,2.0,1.0,no,20.0,2.0,1.0,no,20.0,2.0,0.0,no,30.0,2.0,1.0,no,30.0,1.0,1.0,ok,10.0,1.0,0.0,ok,20.0,0.0,2.0,no,20.0,1.0,1.0
1411,no,20.0,2.0,0.0,yes,20.0,2.0,1.0,ok,10.0,0.0,0.0,no,20.0,0.0,2.0,no,30.0,1.0,2.0,yes,30.0,1.0,1.0,ok,10.0,1.0,0.0,ok,30.0,1.0,2.0,no,30.0,2.0,2.0,no,30.0,0.0,1.0,no,30.0,0.0,0.0,yes,20.0,2.0,1.0,ok,10.0,0.0,2.0,yes,30.0,1.0,1.0,yes,20.0,2.0,1.0,yes,10.0,1.0,0.0
1412,ok,30.0,0.0,0.0,ok,30.0,0.0,1.0,yes,10.0,1.0,0.0,yes,20.0,1.0,1.0,yes,20.0,1.0,2.0,yes,20.0,0.0,0.0,ok,30.0,2.0,1.0,ok,30.0,2.0,2.0,ok,20.0,2.0,2.0,ok,10.0,2.0,0.0,ok,30.0,1.0,2.0,yes,20.0,0.0,0.0,ok,30.0,1.0,1.0,yes,20.0,1.0,2.0,no,20.0,2.0,1.0,no,20.0,2.0,0.0
1413,ok,20.0,2.0,2.0,yes,20.0,2.0,2.0,no,20.0,2.0,2.0,no,30.0,2.0,1.0,no,30.0,2.0,0.0,no,20.0,2.0,2.0,yes,10.0,2.0,1.0,ok,20.0,0.0,2.0,yes,10.0,1.0,0.0,no,10.0,1.0,1.0,no,30.0,2.0,1.0,no,30.0,1.0,1.0,no,20.0,1.0,2.0,no,20.0,0.0,0.0,no,10.0,2.0,1.0,yes,10.0,2.0,1.0
1414,ok,20.0,2.0,2.0,no,20.0,2.0,2.0,no,30.0,1.0,0.0,no,30.0,2.0,2.0,yes,30.0,0.0,1.0,ok,30.0,2.0,0.0,ok,10.0,0.0,1.0,no,20.0,0.0,0.0,no,20.0,2.0,1.0,no,20.0,2.0,0.0,no,20.0,2.0,1.0,no,20.0,2.0,1.0,no,20.0,2.0,1.0,no,30.0,1.0,0.0,no,20.0,1.0,2.0,no,20.0,2.0,2.0
1415,yes,10.0,2.0,2.0,ok,30.0,0.0,0.0,no,30.0,0.0,2.0,no,30.0,1.0,0.0,no,30.0,2.0,1.0,no,30.0,1.0,0.0,no,30.0,2.0,2.0,no,30.0,1.0,0.0,no,30.0,2.0,1.0,no,30.0,2.0,2.0,no,30.0,1.0,2.0,yes,30.0,1.0,1.0,ok,10.0,1.0,2.0,ok,20.0,2.0,2.0,ok,30.0,1.0,0.0,ok,10.0,1.0,0.0
1416,yes,30.0,1.0,0.0,ok,10.0,1.0,0.0,ok,20.0,1.0,1.0,ok,10.0,1.0,0.0,ok,30.0,1.0,2.0,yes,10.0,0.0,0.0,ok,30.0,0.0,2.0,no,30.0,2.0,1.0,no,10.0,0.0,2.0,no,20.0,0.0,0.0,no,20.0,1.0,0.0,no,30.0,2.0,1.0,no,30.0,1.0,0.0,no,10.0,0.0,1.0,no,10.0,1.0,2.0,no,20.0,0.0,0.0
1417,ok,30.0,0.0,2.0,yes,20.0,2.0,1.0,ok,30.0,2.0,1.0,ok,30.0,1.0,1.0,ok,30.0,1.0,1.0,ok,30.0,1.0,1.0,yes,20.0,0.0,1.0,ok,30.0,2.0,1.0,yes,30.0,0.0,1.0,ok,20.0,2.0,1.0,ok,10.0,2.0,2.0,ok,20.0,0.0,0.0,yes,30.0,1.0,1.0,ok,20.0,0.0,0.0,ok,30.0,1.0,2.0,no,10.0,0.0,0.0
1418,ok,20.0,2.0,0.0,no,20.0,2.0,1.0,no,10.0,1.0,0.0,no,30.0,1.0,2.0,no,30.0,1.0,0.0,no,30.0,1.0,2.0,no,30.0,1.0,1.0,ok,20.0,2.0,0.0,no,20.0,0.0,2.0,no,20.0,1.0,2.0,no,20.0,1.0,0.0,no,20.0,0.0,2.0,no,20.0,0.0,0.0,no,30.0,1.0,2.0,no,30.0,2.0,0.0,yes,20.0,2.0,2.0
1419,yes,30.0,2.0,2.0,ok,10.0,2.0,1.0,yes,20.0,2.0,1.0,ok,30.0,0.0,2.0,ok,30.0,1.0,1.0,yes,20.0,0.0,1.0,yes,20.0,1.0,2.0,ok,30.0,1.0,1.0,yes,30.0,1.0,1.0,ok,30.0,1.0,1.0,no,30.0,1.0,0.0,no,30.0,2.0,1.0,yes,20.0,0.0,0.0,yes,20.0,2.0,2.0,yes,30.0,0.0,0.0,yes,30.0,1.0,2.0
1420,yes,10.0,2.0,1.0,yes,30.0,0.0,0.0,ok,10.0,1.0,1.0,yes,30.0,1.0,0.0,ok,30.0,1.0,2.0,ok,10.0,1.0,1.0,ok,30.0,0.0,2.0,ok,10.0,1.0,1.0,no,20.0,0.0,1.0,no,20.0,1.0,2.0,no,20.0,0.0,0.0,no,10.0,1.0,0.0,no,20.0,2.0,2.0,no,20.0,2.0,1.0,no,20.0,0.0,2.0,no,20.0,0.0,0.0
1421,yes,10.0,0.0,1.0,yes,10.0,0.0,2.0,yes,30.0,2.0,1.0,yes,20.0,1.0,2.0,yes,20.0,2.0,1.0,yes,20.0,0.0,1.0,yes,20.0,2.0,0.0,ok,20.0,0.0,2.0,yes,30.0,1.0,0.0,no,10.0,1.0,1.0,no,10.0,0.0,2.0,yes,10.0,1.0,1.0,yes,10.0,1.0,2.0,yes,30.0,1.0,0.0,yes,10.0,1.0,0.0,yes,10.0,2.0,2.0
1422,ok,10.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,30.0,2.0,0.0,no,30.0,0.0,1.0,no,30.0,2.0,0.0,no,30.0,0.0,2.0,no,30.0,1.0,0.0,no,30.0,2.0,1.0,no,30.0,0.0,2.0,no,30.0,2.0,1.0,yes,20.0,2.0,0.0
1423,yes,10.0,1.0,2.0,no,10.0,2.0,1.0,no,10.0,0.0,2.0,no,30.0,2.0,1.0,no,20.0,2.0,1.0,no,20.0,0.0,1.0,yes,20.0,2.0,1.0,yes,20.0,0.0,0.0,ok,10.0,2.0,1.0,ok,20.0,2.0,1.0,yes,20.0,2.0,1.0,ok,30.0,0.0,0.0,no,30.0,1.0,0.0,no,10.0,1.0,1.0,no,20.0,2.0,1.0,no,20.0,2.0,1.0
1424,yes,10.0,2.0,2.0,yes,10.0,2.0,1.0,yes,30.0,0.0,0.0,yes,10.0,1.0,1.0,ok,20.0,2.0,1.0,ok,30.0,0.0,2.0,ok,30.0,2.0,0.0,no,30.0,2.0,1.0,no,30.0,0.0,0.0,no,30.0,1.0,2.0,yes,10.0,0.0,2.0,yes,10.0,1.0,2.0,yes,30.0,1.0,1.0,ok,30.0,1.0,1.0,ok,20.0,2.0,1.0,no,20.0,2.0,0.0
1425,yes,10.0,2.0,0.0,ok,30.0,2.0,1.0,yes,30.0,1.0,1.0,ok,30.0,1.0,0.0,yes,20.0,1.0,0.0,yes,20.0,1.0,1.0,yes,20.0,1.0,0.0,ok,30.0,1.0,2.0,yes,10.0,1.0,2.0,ok,30.0,1.0,1.0,yes,30.0,1.0,0.0,yes,20.0,0.0,1.0,ok,30.0,2.0,0.0,no,30.0,2.0,1.0,no,30.0,2.0,2.0,no,30.0,2.0,0.0
1426,ok,10.0,2.0,2.0,yes,20.0,2.0,2.0,yes,20.0,2.0,1.0,yes,20.0,1.0,0.0,yes,20.0,1.0,0.0,ok,20.0,2.0,1.0,yes,20.0,1.0,2.0,yes,30.0,1.0,2.0,yes,10.0,0.0,2.0,ok,30.0,1.0,0.0,no,30.0,2.0,1.0,no,30.0,0.0,1.0,no,30.0,2.0,0.0,yes,20.0,1.0,0.0,yes,30.0,1.0,2.0,yes,20.0,2.0,2.0
1427,ok,10.0,0.0,0.0,yes,10.0,1.0,0.0,yes,10.0,0.0,1.0,yes,30.0,1.0,1.0,ok,10.0,1.0,0.0,ok,30.0,1.0,2.0,no,30.0,2.0,1.0,no,30.0,2.0,1.0,no,30.0,1.0,1.0,no,30.0,2.0,1.0,no,20.0,2.0,0.0,no,20.0,2.0,1.0,no,20.0,2.0,1.0,no,30.0,0.0,1.0,no,30.0,1.0,1.0,ok,30.0,1.0,1.0
1428,yes,10.0,0.0,0.0,yes,30.0,2.0,1.0,ok,30.0,1.0,1.0,ok,10.0,1.0,0.0,no,20.0,0.0,2.0,yes,30.0,0.0,0.0,ok,10.0,2.0,2.0,no,20.0,2.0,2.0,yes,20.0,2.0,2.0,yes,20.0,2.0,2.0,ok,30.0,1.0,0.0,yes,20.0,1.0,1.0,ok,30.0,1.0,0.0,no,20.0,0.0,2.0,ok,30.0,0.0,0.0,yes,30.0,1.0,2.0
1429,yes,10.0,2.0,2.0,ok,30.0,2.0,1.0,yes,10.0,2.0,1.0,ok,30.0,2.0,1.0,ok,30.0,2.0,2.0,no,30.0,0.0,1.0,no,30.0,0.0,2.0,no,30.0,1.0,0.0,no,20.0,0.0,2.0,no,20.0,2.0,1.0,no,20.0,0.0,2.0,no,20.0,2.0,1.0,no,30.0,0.0,2.0,no,30.0,1.0,2.0,no,30.0,2.0,1.0,ok,30.0,1.0,1.0
1430,yes,10.0,1.0,2.0,yes,10.0,1.0,1.0,ok,20.0,2.0,1.0,ok,10.0,0.0,0.0,yes,10.0,2.0,2.0,ok,20.0,2.0,1.0,no,30.0,1.0,1.0,no,30.0,2.0,2.0,no,20.0,2.0,1.0,no,10.0,0.0,0.0,yes,20.0,0.0,2.0,yes,20.0,2.0,2.0,yes,20.0,2.0,2.0,ok,30.0,1.0,0.0,no,10.0,1.0,2.0,no,20.0,2.0,2.0
1431,ok,30.0,0.0,2.0,ok,30.0,2.0,2.0,ok,30.0,0.0,1.0,yes,10.0,1.0,0.0,yes,10.0,0.0,1.0,ok,20.0,2.0,1.0,yes,30.0,0.0,2.0,yes,20.0,2.0,2.0,ok,30.0,1.0,0.0,yes,20.0,0.0,2.0,ok,30.0,1.0,1.0,yes,10.0,0.0,2.0,yes,10.0,1.0,0.0,ok,20.0,2.0,2.0,no,30.0,2.0,0.0,no,30.0,2.0,2.0
1432,yes,20.0,1.0,1.0,ok,30.0,1.0,0.0,no,30.0,2.0,1.0,no,30.0,0.0,2.0,no,30.0,0.0,0.0,no,30.0,1.0,2.0,no,20.0,1.0,0.0,no,20.0,1.0,0.0,no,20.0,0.0,2.0,no,10.0,1.0,1.0,ok,20.0,1.0,0.0,no,20.0,2.0,0.0,yes,30.0,0.0,2.0,ok,30.0,0.0,0.0,yes,20.0,2.0,1.0,ok,30.0,2.0,2.0
1433,yes,30.0,2.0,2.0,ok,30.0,2.0,1.0,no,30.0,0.0,0.0,no,30.0,2.0,2.0,no,30.0,0.0,1.0,no,20.0,0.0,0.0,yes,20.0,2.0,2.0,yes,10.0,2.0,2.0,yes,10.0,2.0,2.0,ok,20.0,0.0,0.0,ok,10.0,2.0,2.0,yes,10.0,2.0,1.0,ok,30.0,1.0,1.0,yes,10.0,0.0,0.0,ok,20.0,2.0,1.0,ok,30.0,2.0,0.0
1434,ok,30.0,0.0,2.0,ok,10.0,2.0,2.0,yes,20.0,2.0,2.0,yes,10.0,2.0,1.0,yes,30.0,0.0,0.0,ok,30.0,0.0,0.0,yes,30.0,1.0,2.0,ok,20.0,0.0,0.0,no,20.0,0.0,1.0,no,20.0,2.0,0.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,30.0,2.0,1.0,yes,20.0,2.0,1.0,ok,30.0,2.0,0.0
1435,ok,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,0.0,0.0,no,10.0,1.0,2.0,no,10.0,1.0,1.0,no,20.0,0.0,2.0,yes,20.0,2.0,2.0,ok,30.0,2.0,0.0,yes,20.0,0.0,2.0,ok,10.0,1.0,1.0,yes,20.0,1.0,0.0,yes,10.0,2.0,0.0,ok,30.0,2.0,1.0,yes,10.0,2.0,0.0,ok,20.0,0.0,2.0,no,30.0,1.0,0.0
1436,yes,10.0,2.0,0.0,ok,20.0,2.0,2.0,ok,30.0,1.0,0.0,ok,30.0,2.0,2.0,no,30.0,2.0,1.0,no,30.0,0.0,2.0,ok,10.0,1.0,1.0,ok,20.0,2.0,0.0,yes,20.0,2.0,1.0,yes,20.0,0.0,1.0,ok,10.0,1.0,0.0,yes,30.0,1.0,2.0,ok,30.0,1.0,0.0,no,30.0,2.0,1.0,no,20.0,2.0,0.0,no,20.0,0.0,1.0
1437,yes,10.0,0.0,0.0,ok,10.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,30.0,2.0,1.0,yes,10.0,2.0,1.0,ok,20.0,0.0,2.0,ok,30.0,1.0,0.0,ok,20.0,2.0,1.0,no,20.0,2.0,0.0,no,20.0,0.0,2.0,ok,10.0,2.0,2.0,no,10.0,0.0,2.0,no,20.0,1.0,2.0
1438,ok,20.0,0.0,2.0,yes,30.0,1.0,0.0,no,10.0,0.0,1.0,no,30.0,0.0,2.0,no,20.0,1.0,1.0,no,20.0,0.0,2.0,yes,10.0,1.0,1.0,yes,30.0,1.0,0.0,ok,30.0,1.0,2.0,ok,10.0,1.0,1.0,yes,30.0,1.0,0.0,yes,20.0,1.0,1.0,yes,30.0,1.0,1.0,ok,30.0,1.0,1.0,ok,20.0,2.0,0.0,yes,20.0,1.0,1.0
1439,yes,30.0,0.0,2.0,ok,30.0,0.0,2.0,no,30.0,2.0,0.0,no,30.0,2.0,2.0,no,20.0,2.0,2.0,no,30.0,2.0,1.0,no,30.0,2.0,1.0,no,10.0,0.0,1.0,no,20.0,1.0,2.0,no,10.0,0.0,2.0,no,20.0,0.0,0.0,no,20.0,1.0,1.0,no,30.0,2.0,2.0,no,30.0,0.0,1.0,yes,10.0,1.0,2.0,ok,20.0,2.0,2.0
1440,ok,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,no,20.0,2.0,0.0,no,20.0,2.0,1.0,yes,30.0,0.0,2.0,ok,30.0,0.0,0.0,no,30.0,2.0,1.0,ok,30.0,2.0,1.0,no,30.0,0.0,0.0,no,30.0,2.0,2.0,no,30.0,2.0,1.0,yes,10.0,0.0,0.0,yes,30.0,2.0,1.0,ok,20.0,2.0,1.0,yes,10.0,2.0,1.0
1441,ok,30.0,0.0,2.0,ok,10.0,2.0,2.0,yes,10.0,2.0,1.0,ok,20.0,1.0,2.0,yes,20.0,1.0,0.0,yes,10.0,2.0,1.0,ok,20.0,2.0,0.0,ok,30.0,1.0,2.0,no,30.0,2.0,2.0,no,30.0,0.0,1.0,no,30.0,2.0,1.0,no,30.0,0.0,0.0,no,10.0,1.0,0.0,no,20.0,2.0,2.0,no,20.0,2.0,2.0,yes,20.0,1.0,0.0
1442,ok,10.0,0.0,0.0,yes,30.0,2.0,1.0,yes,20.0,2.0,0.0,yes,20.0,1.0,2.0,yes,20.0,0.0,0.0,yes,30.0,1.0,2.0,ok,30.0,1.0,1.0,yes,10.0,1.0,0.0,no,20.0,1.0,0.0,no,30.0,2.0,1.0,no,30.0,0.0,2.0,no,30.0,2.0,1.0,no,20.0,2.0,0.0,yes,30.0,1.0,2.0,ok,10.0,1.0,1.0,ok,20.0,2.0,1.0
1443,ok,10.0,2.0,2.0,ok,20.0,0.0,0.0,ok,10.0,1.0,0.0,no,10.0,0.0,1.0,yes,30.0,0.0,0.0,ok,10.0,2.0,1.0,ok,20.0,0.0,1.0,yes,20.0,2.0,0.0,yes,30.0,2.0,1.0,yes,30.0,0.0,2.0,ok,30.0,2.0,1.0,ok,10.0,0.0,1.0,ok,20.0,2.0,1.0,yes,20.0,1.0,0.0,yes,30.0,1.0,2.0,ok,30.0,1.0,1.0
1444,ok,20.0,2.0,2.0,no,20.0,2.0,2.0,yes,30.0,0.0,0.0,yes,20.0,2.0,2.0,ok,20.0,2.0,2.0,yes,20.0,2.0,1.0,ok,30.0,0.0,2.0,yes,30.0,2.0,1.0,yes,10.0,0.0,1.0,ok,20.0,0.0,2.0,yes,20.0,2.0,1.0,yes,10.0,2.0,2.0,yes,30.0,1.0,0.0,no,30.0,2.0,1.0,no,30.0,2.0,1.0,no,20.0,0.0,0.0
